id,name,opened,closed,insp_freq,type,latlon
77013,BEYU CAFFE,2009-12-07,,4,1 - Restaurant,"35.9966046, -78.9036183"
70446,DOS PERROS RESTAURANT,2009-08-04,,4,1 - Restaurant,"35.9957448, -78.8999616"
70783,RUTH'S CHRIS STEAK HOUSE,2009-08-14,,4,1 - Restaurant,"35.9023263, -78.9386027"
70505,SHOP & GO FOOD MART GRILL,2009-08-05,,3,1 - Restaurant,"36.033166, -78.981084"
70984,CHICK-FIL-A,2009-09-04,,3,2 - Food Stands,"35.905837, -78.9377839"
76607,LINA'S CAFE,2009-10-23,,3,1 - Restaurant,"35.8809652, -78.8502892"
170647,RANDY'S PIZZA EXPRESS,2016-01-19,,2,2 - Food Stands,"36.0201796, -78.910022"
170358,DUKE REGIONAL HOSPITAL TEMP KITCHEN,2015-12-23,,4,16 - Institutional Food Service,"36.0377616, -78.8991858"
170283,STARBUCKS COFFEE CO,2015-12-16,,2,1 - Restaurant,"35.970042, -78.959396"
170345,COOK OUT,2015-12-21,,2,1 - Restaurant,"35.8992976, -78.8958364"
170282,WAFFLE HOUSE,2015-12-16,,2,1 - Restaurant,"35.91373, -78.8915619"
170357,TAQUERIA EL ABUELO,2015-12-23,,2,3 - Mobile Food,"36.1369289, -78.762172"
170567,HEALTHY GOURMET,2016-01-12,,2,2 - Food Stands,"35.9967156, -78.9157737"
170048,AKASHI,2015-12-01,,4,1 - Restaurant,"35.901566, -78.891508"
173856,DUKE UNIVERSITY WEST UNION JB'S ROAST & CHOPS,2016-05-10,,4,6 - Edu. Food Service,"36.0015142, -78.9391908"
173857,DUKE UNIVERSITY WEST UNION GINGER & SOY,2016-05-10,,4,6 - Edu. Food Service,"36.0015142, -78.9391908"
173375,DURHAM BULLS ATHLETIC PARK PNC CLUB,2016-04-21,,2,1 - Restaurant,"35.991585, -78.904016"
173987,LITTLER,2016-05-12,,4,1 - Restaurant,"35.9952125, -78.8998725"
173373,DBAP LEFT FIELD STAND MOE'S SW,2016-04-21,,4,2 - Food Stands,"35.991585, -78.904016"
173043,WILLIAM'S HOTDOGS,2016-04-06,,2,4 - Push Carts,"36.0266627, -78.9230692"
173293,WINKIES DOGS,2016-04-18,,2,4 - Push Carts,"35.9817448, -78.8774623"
173012,PAUL J RIZZO CONFERENCE CENTER,2016-03-31,,4,1 - Restaurant,"35.9120329, -79.0053045"
173014,SYNENTA BIOTECHNOLOGY INC,2016-03-31,,4,1 - Restaurant,"35.897713, -78.856819"
170965,NANA STEAK,2016-02-04,,4,1 - Restaurant,"35.9933768, -78.9039337"
170665,M SUSHI,2016-01-20,,4,1 - Restaurant,"35.9980744, -78.9011268"
173029,LA TROPICALE CATERING AND PINNACLE CULINARY,2016-04-05,,2,2 - Food Stands,"35.8987439, -78.8503645"
172532,KANGAROO EXPRESS #2723442 LITTLE CAESARS#2724245,2016-03-07,,2,2 - Food Stands,"35.9315032, -78.8093591"
172902,THE CAFE AT THE PLAZA,2016-03-30,,4,1 - Restaurant,"35.8807907, -78.8406611"
55468,BISCUITVILLE - 103,1990-07-01,,3,1 - Restaurant,"36.0166255, -78.9108906"
174066,DUKE UNIVERSITY WEST UNION MAIN KITCHEN,2016-05-19,,4,6 - Edu. Food Service,"36.0015142, -78.9391908"
58127,CAMILLA GARDENS IFS,2003-10-23,,4,16 - Institutional Food Service,"35.890374, -78.886049"
58128,ELLISON REST HOME IFS,2003-10-23,,2,16 - Institutional Food Service,"35.8969749, -78.9393844"
58370,SUPER TARGET MEAT DEPT 2069,2005-10-20,,3,30 - Meat Market,"35.903933, -78.953081"
58361,FOOD LION MEAT MARKET  2889,2004-06-15,,3,30 - Meat Market,"35.974571, -78.792911"
58363,KROGER R 374 MEAT MARKET,2005-01-10,,3,30 - Meat Market,"35.9527723, -78.9909181"
58352,DON BECERRA'S,2003-10-06,,3,30 - Meat Market,"36.0558699, -78.903481"
58372,LA MARQUETA,2006-04-03,,3,30 - Meat Market,"36.032329, -78.9823679"
55558,THE GROVE CAFE,1990-07-01,,2,1 - Restaurant,"35.9846477, -78.8310258"
55790,PIZZA HUT,1990-07-01,,2,1 - Restaurant,"35.9024793, -78.8953248"
56171,TACO BELL,1996-01-29,,2,1 - Restaurant,"36.053066, -78.905038"
57187,LOCAL  22 KITCHEN AND BAR,2008-04-18,,4,1 - Restaurant,"36.0084941, -78.9257598"
57162,CHIPOTLE MEXICAN GRILL,2007-12-12,,4,1 - Restaurant,"36.0092684, -78.9448144"
57285,SAVORY FARE INC,1990-07-01,,4,2 - Food Stands,"36.000577, -78.90958"
57158,ALPACA,2007-12-12,,4,1 - Restaurant,"36.018182, -78.888429"
57178,CHICK-FIL-A RENAISSANCE VILLAG,2008-02-20,,3,1 - Restaurant,"35.901696, -78.958056"
57168,MCDONALDS # 32344,2008-03-31,,2,1 - Restaurant,"36.021392, -78.95245"
57190,CHUBBYS TACOS,2008-04-18,,4,1 - Restaurant,"36.0094168, -78.9220666"
56830,P F CHANG S CHINA BISTRO,2003-12-15,,4,1 - Restaurant,"35.9048743, -78.9378205"
56827,SUPER TAQUERIA,2003-11-17,,4,1 - Restaurant,"36.0552119, -78.9034271"
57003,PULCINELLA,2006-01-04,,4,1 - Restaurant,"35.92092, -78.956421"
56994,THAI CHINA BUFFET,2006-01-06,,4,1 - Restaurant,"35.8988358, -78.8966496"
57000,SUBWAY,2006-01-04,,2,1 - Restaurant,"35.993719, -78.8995489"
56738,NEW CHINA,1997-10-29,,4,1 - Restaurant,"35.90988, -78.985209"
56784,QUALITY MART  43,2003-06-18,,2,1 - Restaurant,"35.929529, -78.843512"
56752,Q SHACK,2003-03-26,,4,1 - Restaurant,"35.974627, -78.92429"
57017,BENETIS,2006-03-08,,4,1 - Restaurant,"35.8903019, -78.8961489"
56892,EMC 2,2004-08-30,,4,1 - Restaurant,"35.919575, -78.8783632"
57057,RED ROBIN GOURMET BURGERS,2007-01-10,,4,1 - Restaurant,"35.9543748, -78.9944911"
57117,BULL MCCABE'S,2007-04-30,,4,1 - Restaurant,"35.9972612, -78.9050737"
57107,EL RODEO,2007-04-13,,4,1 - Restaurant,"35.9658142, -78.9616338"
57040,TONALI RESTAURANT,2006-07-19,,4,1 - Restaurant,"35.957006, -78.955977"
57042,MCDONALDS,2006-08-03,,2,1 - Restaurant,"35.9985209, -78.899509"
57145,PALACE INTERNATIONAL,2007-09-25,,4,1 - Restaurant,"36.015775, -78.918871"
57091,STARBUCK'S  9715,2007-02-09,,2,1 - Restaurant,"36.1369289, -78.762172"
57019,HOLIDAY INN EXPRESS,2006-04-10,,2,1 - Restaurant,"35.88885, -78.849738"
57097,DAIN'S PLACE,2007-02-16,,4,1 - Restaurant,"36.0095559, -78.9218834"
57058,METRO 8,2007-01-09,,4,1 - Restaurant,"36.0093682, -78.9220702"
57616,FOOD LION DELI  #57,1997-07-16,,2,2 - Food Stands,"36.076511, -78.911225"
57548,PAPA JOHN  PIZZA  1626,1998-02-16,,2,2 - Food Stands,"36.0495727, -78.9046188"
57446,KROGER R 337 DELI,1994-12-05,,2,2 - Food Stands,"36.0683077, -78.9074185"
57565,PAPA JOHNS PIZZA,1998-07-23,,2,2 - Food Stands,"35.8988327, -78.8966316"
57682,VILLA PIZZA,2002-04-29,,4,2 - Food Stands,"35.905837, -78.9377839"
57626,WILCO HESS 191,1999-11-02,,2,2 - Food Stands,"36.003952, -78.879122"
57713,COOK OUT  22,2003-05-15,,3,2 - Food Stands,"36.023393, -78.954955"
58125,BROOKDALE MEMORY CHAPEL HILL IFS,2003-10-23,,4,16 - Institutional Food Service,"35.9083019, -78.9851046"
58123,BROOKDALE DURHAM IFS,2003-10-15,,4,16 - Institutional Food Service,"36.0467802, -78.8895483"
58083,LOWES GROVE MIDDLE SCHOOL LUNCHROOM,1991-09-09,,4,11 - Public School Lunch,"35.9048134, -78.8890161"
58094,RIVERSIDE SCHOOL LUNCHROOM,1991-09-10,,3,11 - Public School Lunch,"36.069719, -78.932597"
58116,CREEKSIDE ELEMENTARY,2005-01-26,,4,11 - Public School Lunch,"35.927341, -78.9934679"
58107,SOUTHERN HIGH SCHOOL LUNCHROOM,1993-08-23,,3,11 - Public School Lunch,"35.99889, -78.826954"
58109,HILLANDALE SCHOOL LUNCHROOM,1994-02-16,,4,11 - Public School Lunch,"36.052487, -78.932664"
58105,GLENN SCHOOL LUNCHROOM,1993-08-24,,4,11 - Public School Lunch,"36.029499, -78.837487"
58065,CLUB BLVD SCHOOL LUNCHROOM,1991-09-09,,4,11 - Public School Lunch,"36.018985, -78.89736"
58301,KROGER 332 MEAT MARKET,1994-09-07,,3,30 - Meat Market,"36.018334, -78.946488"
151678,HILTON GARDEN INN,2013-11-19,,4,1 - Restaurant,"36.0084941, -78.9257598"
152412,PEONY ASIAN BISTRO,2014-01-14,,4,1 - Restaurant,"35.9514597, -78.989425"
148160,GUSSYS,2013-10-10,,2,1 - Restaurant,"35.9236546, -78.8438803"
152750,HUNGRY LEAF,2014-02-19,,3,1 - Restaurant,"36.0092684, -78.9448144"
152150,DURHAM REGENT,2014-01-03,,4,1 - Restaurant,"35.9735299, -78.961789"
151406,HARRIS TEETER  DELI,2013-10-31,,4,2 - Food Stands,"36.0104241, -78.9240421"
153120,EMPIRE EATS CATERING RED AC46414,2014-03-11,,2,3 - Mobile Food,"36.003314, -78.8995939"
118945,JUMBO CHINA,2013-05-29,,4,1 - Restaurant,"35.9609465, -78.9594059"
168040,MAMA VOULA'S,2015-08-31,,2,3 - Mobile Food,"35.9826428, -78.8778187"
169672,ZAXBY'S RESTAURANT,2015-11-04,,4,1 - Restaurant,"35.9585263, -78.9400645"
170061,JOE VAN GOGH,2015-11-30,,2,1 - Restaurant,"35.9218424, -78.9557354"
169545,DUNKIN DONUTS,2015-10-27,,2,1 - Restaurant,"36.0188024, -78.9485396"
170208,KANGAROO EXPRESS 2723780,2015-12-09,,2,2 - Food Stands,"35.9332616, -78.8880906"
170207,KANGAROO EXPRESS 2720838,2015-12-09,,2,2 - Food Stands,"35.9557996, -78.8907591"
170209,KANGAROO EXPRESS 2723781,2015-12-09,,2,2 - Food Stands,"35.910163, -78.934186"
169617,BORICUA SOUL,2015-10-29,,2,3 - Mobile Food,"35.9943725, -78.8815748"
169841,TACO EXPRESS,2015-11-13,,2,3 - Mobile Food,"36.0159768, -78.8884264"
170211,KANGAROO EXPRESS 2723489,2015-12-09,,2,2 - Food Stands,"35.9016711, -78.9574192"
170566,GOOD STUFF CATERING,2016-01-12,,2,2 - Food Stands,"35.9967156, -78.9157737"
170217,FRUTERIA Y RASPADOS GALVEZ,2015-12-10,,2,3 - Mobile Food,"35.9817995, -78.8776064"
170572,AV GOURMET,2016-01-12,,2,2 - Food Stands,"35.9967156, -78.9157737"
170774,FLIRTING WITH FIRE,2016-02-01,,2,3 - Mobile Food,"35.968657, -78.953113"
170645,THE FARMERY,2016-01-19,,2,3 - Mobile Food,"35.8963935, -78.8699321"
164337,JIMMY JOHN'S GOURMET SANDWICH SHOP,2015-03-17,,2,1 - Restaurant,"35.953309, -78.991716"
164247,DURHAM CO OP MARKET,2015-03-11,,4,1 - Restaurant,"35.996435, -78.916603"
165039,B SWEET & SAVORY @ KESTREL S ALSTON,2015-04-14,,4,2 - Food Stands,"35.8982429, -78.8899772"
164452,CHEF ON PREMISE CATERING,2015-03-23,,2,2 - Food Stands,"35.996597, -78.915869"
164095,WILL AND POPS 2 (DCE-7139),2015-03-03,,2,3 - Mobile Food,"35.9878882, -78.8781996"
165914,EPA CHAMO VENEZUELAN AREPAS BAR AND GRILL,2015-05-27,,4,1 - Restaurant,"36.0087749, -78.9218719"
166537,EL-CHAPIN,2015-06-12,,4,1 - Restaurant,"35.9624556, -78.9790042"
165984,3 MEATS   AD-75091,2015-06-01,,2,3 - Mobile Food,"35.9944629, -78.8816381"
166372,GREEDY'Z CHEESESTEAKS AND HOAGIES,2015-06-17,,2,3 - Mobile Food,"35.9817995, -78.8776064"
165892,PORCHETTA,2015-05-20,,4,2 - Food Stands,"35.9045771, -78.9416507"
166181,SOUL COCINA LLC,2015-06-09,,2,2 - Food Stands,"35.9920769, -78.9221385"
165204,80 FRESH,2015-04-28,,4,2 - Food Stands,"35.996597, -78.915869"
166488,ROUTE BISTRO,2015-06-24,,2,3 - Mobile Food,"35.981861, -78.87778"
170823,PANADERIA AND RESTAURANT YARELI,2016-02-03,,4,1 - Restaurant,"35.9596994, -78.9758987"
173204,AZTECA GRILL,2016-04-13,,4,1 - Restaurant,"35.9872724, -78.9258397"
173011,THE FARMERY-COMMISSARY,2016-04-04,,2,2 - Food Stands,"35.8963935, -78.8699321"
171039,NOSH SAMMICHES,2016-02-18,,2,3 - Mobile Food,"36.0069778, -78.946862"
173221,HAPPY + HALE,2016-04-14,,3,1 - Restaurant,"36.0079177, -78.9224203"
174146,BEYU CAFFE,2016-05-24,,4,1 - Restaurant,"35.996634, -78.903935"
173677,THAI 55,2016-05-02,,4,1 - Restaurant,"35.901372, -78.896347"
173505,CAJUN CAFE AND GRILL,2016-04-26,,4,2 - Food Stands,"36.0201796, -78.910022"
173456,JUST WINGN' IT,2016-04-25,,2,2 - Food Stands,"35.9967156, -78.9157737"
173783,GOOD IS GOOD,2016-05-09,,2,2 - Food Stands,"35.9967156, -78.9157737"
173462,SAMANTAS PUPUSAS,2016-04-26,,2,3 - Mobile Food,"35.9817995, -78.8776064"
173383,QUESO MONSTER,2016-04-21,,2,3 - Mobile Food,"35.981861, -78.87778"
55567,HARDEE'S OF WELLON VILLAGE 135,1990-07-01,,3,1 - Restaurant,"35.9631567, -78.8455317"
55702,SHERATON IMPERIAL HOTEL,1990-07-01,,4,1 - Restaurant,"35.8792966, -78.8387417"
55585,ITALIAN PIZZERIA,1990-07-01,,3,1 - Restaurant,"35.9875283, -78.8878053"
55703,BEL GUSTO,1990-07-01,,4,1 - Restaurant,"36.0111429, -78.953045"
55688,SALADELIA,1990-07-01,,4,1 - Restaurant,"35.9647372, -78.9572295"
55472,BOJANGLES #9,1990-07-01,,3,1 - Restaurant,"35.9624681, -78.9770852"
55586,ITALIAN PIZZERIA,1990-07-01,,4,1 - Restaurant,"36.0594323, -78.929001"
57166,LONE STAR STEAKHOUSE & SALOON,2008-01-23,,4,1 - Restaurant,"35.9543748, -78.9944911"
57137,ROMA'S PIZZA SHOP,2007-08-23,,2,1 - Restaurant,"36.219124, -78.9236546"
57147,TOWN & COUNTRY # 1,2007-10-18,,4,1 - Restaurant,"36.0275251, -78.8704273"
57150,SUBWAY 40733,2007-11-20,,2,1 - Restaurant,"35.9203321, -78.8112362"
57123,POMODORO,2007-05-21,,4,1 - Restaurant,"36.02946, -78.93655"
57164,FIREHOUSE SUBS # 325,2008-01-23,,3,1 - Restaurant,"36.0092684, -78.9448144"
57163,HILTON GARDEN INN CAFE,2008-01-23,,4,1 - Restaurant,"35.9023263, -78.9386027"
57153,STARBUCK'S COFFEE #10564,2007-11-20,,2,1 - Restaurant,"35.879303, -78.847374"
57116,SHEETZ 398,2007-04-30,,2,1 - Restaurant,"35.9245551, -78.8461787"
57122,TOKYO EXPRESS,2007-05-21,,4,1 - Restaurant,"36.037533, -78.929917"
56459,ORIENT GARDEN,1999-09-09,,4,1 - Restaurant,"35.9110368, -78.9375428"
56445,MARRIOT DURHAM CITY CENTER,1999-05-28,,4,1 - Restaurant,"35.9976427, -78.9020617"
56521,ARBY'S  148,2000-05-26,,2,1 - Restaurant,"36.076563, -78.908914"
56350,ROLLINGVIEW MARINA SNACK BAR,1998-04-28,,2,1 - Restaurant,"36.005194, -78.712385"
56291,BOB EVANS FARM REST #321,1997-08-14,,4,1 - Restaurant,"35.9512684, -78.9954212"
56333,GOLDEN CORRAL  637,1998-02-16,,4,1 - Restaurant,"36.0174342, -76.6906313"
56405,COURTYARD CAFE,1999-01-05,,2,1 - Restaurant,"35.904731, -78.8961252"
56337,JAMES JOYCE,1998-02-16,,4,1 - Restaurant,"36.0007469, -78.909858"
56436,SUBWAY,1992-07-24,,2,1 - Restaurant,"36.023075, -78.953953"
56630,ARROWHEAD INN,2001-11-08,,4,1 - Restaurant,"36.11826, -78.903672"
57186,MELO TRATORIA & TAPAS,2008-04-18,,4,1 - Restaurant,"36.0318807, -78.9367959"
57172,STAYBRIDGE SUITES BREAKFAST BA,2008-02-20,,2,1 - Restaurant,"35.9487209, -78.9948257"
57756,KROGER 337,2004-06-15,,3,2 - Food Stands,"36.0683077, -78.9074185"
57751,HAN DEE HUGOS  77,2004-05-26,,2,2 - Food Stands,"36.016588, -78.912238"
57180,TOAST,2008-03-19,,4,1 - Restaurant,"35.9964199, -78.9031385"
57617,FOOD LION LLC  DELI  #1343,2000-07-28,,2,2 - Food Stands,"35.9904292, -78.9277985"
57749,FOOD LION LLC  #2593 DELI,2004-05-26,,2,2 - Food Stands,"35.963705, -78.908401"
57730,FOOD LION DELI  747 DELI,1995-05-22,,2,2 - Food Stands,"36.0476091, -78.9057208"
57578,DUKE FOOD SERVICES,1998-10-26,,4,2 - Food Stands,"36.1369289, -78.762172"
57659,FOOD LION DELI 885,1990-07-01,,2,2 - Food Stands,"35.8988358, -78.8966496"
58100,C C SPAULDING,1991-09-18,,4,11 - Public School Lunch,"35.977736, -78.905587"
58092,PEARSONTOWN SCHOOL LUNCHROOM,1991-09-10,,4,11 - Public School Lunch,"35.931954, -78.907853"
58090,PARKWOOD ELEMENTARY LUNCHROOM,1991-09-12,,4,11 - Public School Lunch,"35.8914339, -78.905692"
58067,EASLEY ELEMENTARY SCHOOL,1991-09-05,,4,11 - Public School Lunch,"36.075276, -78.926638"
58108,FOREST VIEW LUNCHROOM,1993-09-30,,4,11 - Public School Lunch,"35.988694, -78.991347"
58113,HOPE VALLEY LUNCHROOM,2001-03-08,,3,11 - Public School Lunch,"35.9671266, -78.9399258"
58055,LITTLE RIVER ELDERLY NUTRITION,1997-09-08,,4,9 - Elderly Nutrition,"36.1458326, -78.9050679"
56992,SUPER TARGET FOOD AVENUE 2069,2005-10-20,,2,1 - Restaurant,"35.903933, -78.953081"
56987,MT FUJI SUSHI AND BAR,2005-10-20,,4,1 - Restaurant,"35.9999309, -78.910163"
56974,MELLOW MUSHROOM,2005-07-29,,3,1 - Restaurant,"35.9918074, -78.9054343"
58349,KROGER R 381 MEAT MARKET,2003-03-03,,3,30 - Meat Market,"35.9495128, -78.9213244"
58340,COSTCO FRESH MEATS,2001-01-31,,3,30 - Meat Market,"36.028911, -78.914527"
58342,LEONE INTERNATIONAL GROCERY/MEAT MARKET,2001-08-17,,3,30 - Meat Market,"35.9852856, -78.8989425"
58359,LA PLAZA LATINA CARNICERIA,2004-05-19,,3,30 - Meat Market,"35.981648, -78.819877"
58365,HARRIS TEETER MEAT MARKET  172,2005-06-13,,3,30 - Meat Market,"35.9597816, -78.9589011"
58362,SAMS CLUB 4831 MEAT MARKET,2004-09-29,,3,30 - Meat Market,"35.9672299, -78.9561251"
58376,COMPARE FOODS SUPERMARKET,2007-12-12,,3,30 - Meat Market,"35.9856779, -78.9099895"
58318,TOM INSCOE WHOLESALE MEATS,1997-04-09,,3,30 - Meat Market,"35.916602, -78.889663"
58332,FOOD LION MARKET 234,1994-09-07,,3,30 - Meat Market,"35.9898862, -78.8567627"
58334,FOOD LION  MARKET 1099,1994-07-13,,3,30 - Meat Market,"36.0143674, -78.9340232"
63586,DUNKIN DONUTS,2008-12-19,,2,1 - Restaurant,"35.9054033, -78.9166521"
63718,SPRING VALLEY ELEMENTARY SCHOOL LUNCHROOM,2009-01-05,,4,11 - Public School Lunch,"35.959161, -78.816511"
68678,MEDITERRA GRILL,2009-02-17,,3,1 - Restaurant,"36.0092684, -78.9448144"
63362,COSTA AZUL ELADIO MFU,2008-11-12,,2,3 - Mobile Food,"36.0290679, -78.9261326"
87200,SANDY RIDGE ELEM. SCHOOL,2011-08-02,,4,11 - Public School Lunch,"36.057295, -78.8715"
81236,HOPE VALLEY DINER AND CATERING,2010-06-26,,4,1 - Restaurant,"35.956193, -78.956087"
82872,GSK R&D 5,2010-07-19,,4,1 - Restaurant,"35.927402, -78.86174"
80350,RESIDENCE INN BY MARRIOTT,2010-04-29,,2,1 - Restaurant,"35.9040309, -78.8973979"
82879,SANDERS CAFÉ AT GSK RTP,2010-07-19,,4,1 - Restaurant,"35.927402, -78.86174"
81241,NEO JAPAN,2010-06-28,,4,1 - Restaurant,"35.867914, -78.849309"
80697,SYNGENTA CAFE,2010-05-26,,3,1 - Restaurant,"35.870165, -78.862515"
81079,MAMA JEAN'S COMMISSARY,2010-06-16,,2,2 - Food Stands,"35.9825514, -78.8779146"
61761,HARRIS TEETER 224 PRODUCE,2008-07-23,,2,2 - Food Stands,"35.9181281, -78.9584305"
61571,GOLDEN KRUST,2008-07-14,,4,1 - Restaurant,"36.0495727, -78.9046188"
62656,COSTA AZUL MFU/ LATIN GRILL,2008-09-18,,2,3 - Mobile Food,"36.0290679, -78.9261326"
62738,JIMMY JOHN'S,2008-09-30,,2,1 - Restaurant,"35.9054033, -78.9166521"
61692,COSTA AZUL,2008-07-10,,4,1 - Restaurant,"36.0290679, -78.9261326"
86255,FIVE GUYS BURGERS AND FRIES,2011-05-16,,2,1 - Restaurant,"35.952197, -78.993073"
86258,GRILL 2 BEER,2011-05-16,,4,1 - Restaurant,"34.7525338, -79.078181"
86682,EUREST DINING AT BCBSNC CSC BUILDING,2011-06-21,,4,1 - Restaurant,"35.95822, -78.96133"
85338,HILTON GARDEN INN RTP,2011-02-16,,2,1 - Restaurant,"35.893119, -78.8487959"
85648,CARLIE C'S IGA (MEAT MARKET),2011-03-21,,3,30 - Meat Market,"35.9817487, -78.8222882"
86489,LEVIN JEWISH COMMUNITY CENTER,2011-06-02,,2,2 - Food Stands,"35.9793571, -78.9555614"
85646,CARLIE C'S IGA (DELI),2011-03-21,,2,2 - Food Stands,"35.9817487, -78.8222882"
86361,PIE PUSHERS,2011-05-24,,2,3 - Mobile Food,"36.1369289, -78.762172"
83192,PIEDMONT RESTAURANT,2010-08-10,,4,1 - Restaurant,"35.999561, -78.901818"
84870,JC'S KITCHEN,2010-12-02,,4,1 - Restaurant,"35.990155, -78.892686"
84872,SERENA,2010-12-07,,4,1 - Restaurant,"35.880705, -78.849392"
84930,COMA RICO,2010-12-08,,2,3 - Mobile Food,"36.077633, -78.909677"
84441,DOMINO'S PIZZA,2010-10-20,,2,2 - Food Stands,"35.9027092, -78.9060168"
87449,CARR BUILDING CAFETERIA (DSA),2011-08-24,,4,11 - Public School Lunch,"36.002815, -78.907228"
97735,TOP'S CHINA,2012-01-03,,4,1 - Restaurant,"35.95521, -78.993982"
88751,TOOTIE'S GRILL AND CAFE,2011-11-28,,2,2 - Food Stands,"35.9817448, -78.8774623"
57711,KROGER R 381 SEAFOOD,2003-03-03,,2,2 - Food Stands,"35.9495128, -78.9213244"
57697,INTIMATE AFFAIRS CATERING,2002-10-09,,4,2 - Food Stands,"36.0238003, -78.950243"
57656,KROGER R 332 PRODUCE,2001-10-29,,2,2 - Food Stands,"36.018334, -78.946488"
57752,HAN DEE HUGOS  76,2004-05-26,,2,2 - Food Stands,"35.9652756, -78.8466426"
57646,COOK OUT DURHAM ROX,2001-06-08,,2,2 - Food Stands,"36.0558699, -78.903481"
57710,COOK OUT MIAMI BLVD  21,2003-03-03,,3,2 - Food Stands,"35.950721, -78.839123"
57661,FOOD LION LLC DELI  #420,2000-07-28,,2,2 - Food Stands,"36.058514, -78.927769"
57795,WHOLE FOODS SPECIALITY,2006-05-12,,2,2 - Food Stands,"36.006329, -78.9198006"
57789,WHOLE FOODS PRODUCE,2006-02-03,,2,2 - Food Stands,"36.0064988, -78.9199179"
58138,KINDRED HEALTH CARE-ROSE MANOR FS,2003-10-21,,2,16 - Institutional Food Service,"36.0552119, -78.9034271"
58119,W G PEARSON MAGNET MIDDLE SCH,2007-09-26,,3,11 - Public School Lunch,"35.981986, -78.8965149"
58148,EDEN SPRING LIVING CENTER IFS,2005-03-08,,4,16 - Institutional Food Service,"35.95076, -78.906744"
58139,SPRING ARBOR IFS,2003-10-23,,4,16 - Institutional Food Service,"35.926283, -78.9542358"
58112,EASTWAY LUNCHROOM,1996-01-23,,4,11 - Public School Lunch,"35.990755, -78.885157"
58095,ROGERS HERR SCHOOL LUNCHROOM,1991-09-04,,3,11 - Public School Lunch,"35.9734173, -78.9335357"
58096,SHEPARD MIDDLE SCHOOL LUNCHROOM,1991-11-20,,3,11 - Public School Lunch,"35.966287, -78.900761"
58087,NEAL SCHOOL LUNCHROOM,1991-09-05,,3,11 - Public School Lunch,"35.978485, -78.782902"
58336,FOOD LION MEAT MARKET 57,1994-08-22,,3,30 - Meat Market,"36.076511, -78.911225"
58343,MOROLEON CARNICERIA/MEAT MARKET,2001-08-17,,3,30 - Meat Market,"35.9943952, -78.8707952"
59460,DUNKIN DONUTS BASKIN ROBBINS,2008-04-17,,2,1 - Restaurant,"36.0092684, -78.9448144"
60441,NOODLES & COMPANY,2008-06-13,,4,1 - Restaurant,"36.0092684, -78.9448144"
59618,RANDY'S PIZZA,2008-05-21,,3,1 - Restaurant,"35.959915, -78.959326"
156089,HEAVENLY SMOKE,2014-07-21,,2,3 - Mobile Food,"35.967981, -78.9605009"
159842,ICHIBAN HIBACHI SUPREME BUFFET,2014-09-10,,4,1 - Restaurant,"36.0170574, -78.8867045"
159946,THE GLASS JUG,2014-09-11,,2,1 - Restaurant,"36.1369289, -78.762172"
156318,B SWEET AND SAVORY,2014-08-06,,2,2 - Food Stands,"35.996597, -78.915869"
160144,TIA'S HOTDOGS,2014-09-24,,2,4 - Push Carts,"36.076511, -78.911225"
156319,HEAVENLY BUFFALOES,2014-08-05,,2,2 - Food Stands,"36.009669, -78.920306"
155320,MCDONALD'S,2014-06-18,,2,1 - Restaurant,"36.029871, -78.926023"
155364,BEER DURHAM,2014-06-23,,2,1 - Restaurant,"36.00039, -78.903111"
155152,EL TORITO BRAVO,2014-06-11,,2,3 - Mobile Food,"35.9825514, -78.8779146"
161632,JUJU,2014-11-26,,4,1 - Restaurant,"36.0079812, -78.9224509"
160739,MARCO'S PIZZA,2014-10-13,,2,1 - Restaurant,"35.9054033, -78.9166521"
161554,THE BOOT,2014-11-20,,4,1 - Restaurant,"35.9742367, -78.9235238"
161512,TAQUERIA LA FIESTA,2014-11-19,,4,1 - Restaurant,"36.003665, -78.876469"
160738,SOOM SOOM PITA POCKETS,2014-10-14,,2,3 - Mobile Food,"35.9832115, -78.9311482"
163964,COUNTING HOUSE,2015-02-19,,4,1 - Restaurant,"35.9959681, -78.9018033"
162305,JFK TOWERS,2015-01-29,,4,12 - Elderly Nutrition,"36.0646335, -78.9049102"
164021,BLAKE'S CONEY ISLAND,2015-02-23,,2,4 - Push Carts,"36.0495727, -78.9046188"
162244,PHOLICIOUS,2015-01-22,,2,2 - Food Stands,"35.9034702, -78.9430079"
161744,PUPUSERIA LA METAPANECA,2014-12-15,,4,2 - Food Stands,"35.9907553, -78.8592243"
164501,SALT BOX SEAFOOD JOINT,2015-03-25,,2,3 - Mobile Food,"35.999977, -78.8961488"
164634,SUBHERO,2015-04-01,,2,2 - Food Stands,"35.996597, -78.915869"
164448,PUPUSERIA ANITA,2015-03-18,,2,3 - Mobile Food,"35.9817995, -78.8776064"
167678,DAME'S EXPRESS,2015-08-17,,4,1 - Restaurant,"36.0051174, -78.929192"
167828,DURHAM BULLS ATHLETIC PARK CART #1,2015-08-20,,2,4 - Push Carts,"35.991585, -78.904016"
167255,THE DOG HOUSE,2015-07-29,,2,2 - Food Stands,"35.9917592, -78.8688635"
167339,THE DOG HOUSE,2015-08-03,,2,2 - Food Stands,"36.0766306, -78.911423"
